Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
6747.0,-1.18518221094617,-0.153899583942888,1.6276377659577,-2.90636598218153,0.9826057693751179,-0.3809332390867971,0.5328299230522151,-0.33703342183429597,2.95240975155438,-2.34989469781731,-1.0733781966216098,-2.00548168516473,2.24368355289911,0.448766994343555,-1.7218602276497599,-0.35592948887927295,-0.121348689964561,0.28285915911333803,-0.0224863334577384,-0.18564837959128,-0.24633284050060897,0.00954422244987946,-0.772959738484098,-0.956427341387808,1.04223288647117,-0.0789349918565748,-0.230631673749543,-0.22297456397787802,35.76,0
6749.0,-1.6128938594228401,1.27908540298747,0.7702339775177159,0.22036468967866196,0.36110582497847704,0.76098965968775,-0.265067323454029,0.978927734213915,0.828902754800853,-1.0732653461282,1.7948180686358797,-1.9055857407524899,1.6876193963306103,1.49614608675876,1.21971009220697,-0.846957855134863,2.2745716802661002,-1.87256635302842,-1.93739886838862,-0.36223163924411,-0.24765425753319603,-0.293874691002951,0.46776251823617293,-0.7533681336990601,-0.48521399629264206,0.105198387953909,-0.33248479590703195,-0.314945989976102,8.91,0
6749.0,-0.618940025557633,1.12194516684365,1.7474671280423,-0.26573906289153504,0.294624276418712,-1.30084540150802,0.830491263420303,-0.250274568562612,0.732924241761888,-1.4114127557611498,0.942447635311889,-2.23528266789551,2.0304162540373603,0.9433496282313759,-0.544851302337955,0.593845229260435,0.460946534271039,-0.11050612838964301,-1.35711843052444,-0.14840472919487602,-0.303115315478262,-0.729068162638453,0.0215702529283873,0.605128254778711,-0.361884412180023,-0.196399160350752,0.0335755177243927,0.135027884873315,4.46,0
6749.0,1.10146776651274,0.36446603250634,0.704894417351641,1.3256766539321299,-0.111551496225643,-0.118340177369231,-0.10345288192757002,-0.0210112076870019,0.921967026481085,-0.215013092749239,2.75295155470488,-1.2035497878466999,2.04052186994946,1.9038153291229098,-0.270759299545153,0.00998790017548502,0.315380296219032,0.0216367262106997,-0.7835416235921819,-0.14737697677536302,-0.0975091082083171,-0.0261560866229298,0.0175101870735056,0.17010489644588597,0.3933641619598421,-0.46546575146607705,0.00738829647171612,0.0116862375472124,20.0,0
6752.0,1.2168302030570601,0.26422594614260897,0.288071707064781,0.7274814897922571,-0.222811259064127,-0.5447324521887179,-0.201845806204651,-0.0347931774504096,1.30377483413223,-0.44551156554962396,2.0334011576495703,-2.48087215692685,0.35572515182823605,1.62207966410297,-0.155637865809555,0.812576414793363,0.44211887661643,0.7611549038088229,0.0180823073464996,-0.17462050977940102,-0.418277153019948,-1.0916722838705,0.096039943316024,-0.138035448385865,0.15232938885737698,0.0624950233166534,-0.0658778113549428,0.0096641564385904,12.99,0
6754.0,1.0552237502150699,-0.8411093791482459,-0.13648508660109301,-0.49430001061533296,-0.619117762441562,-0.632461004814675,-0.10559004811927301,-0.344352564718327,-0.0966338783777518,0.353635652401392,2.2365003404884503,-2.1434403678854297,2.49158134810777,1.5271809620166201,-0.9558973749099399,1.11407263825717,0.686254480704511,-0.7153157401954691,0.7523325478846741,0.47392211303515097,0.157926236922524,0.207187145668803,-0.325495055450216,0.0156108161623768,0.617488950976875,-0.20520732990729498,-0.078457386339737,0.0217401034093856,200.88,0
6755.0,0.26621793197884697,-1.30165505498356,0.7434628191575601,2.70877247056191,-0.7460342010114961,1.30763113679632,-0.40933204926972394,0.262201447770233,1.17306303588153,0.240009164066744,0.638324874389969,-2.9451511545844196,0.9756437269570309,1.6481877994267402,-0.107741337395851,1.9482425588298702,-0.8303760124575059,1.88242423724155,-0.9752244663797129,0.7713832763367741,0.317331428317432,0.0173580540074094,-0.588218265977991,-1.02268282352384,0.16292633659088598,0.0904723180537947,-0.0815227427773274,0.0917469540057163,474.85,0
6756.0,1.04779704553433,0.0341168729220984,1.61169641114609,2.04339341110449,-0.818484284646591,0.35482609010911204,-0.55653514591945,0.11917746934406,2.3687601751181804,-0.812925323434739,0.46513082361166297,-0.8865432507348009,2.14693297293481,0.5513572987106159,-2.57630746536486,-1.37259549888441,1.65121363289858,-1.36162240284487,-0.235254076832048,-0.216605230051932,-0.521576781262382,-0.734918360977534,0.15206191249893203,0.5638983605521379,0.361037357370034,-0.5835108089998959,0.0712396900698437,0.02929662064136,9.58,0
6758.0,-1.0116576756658102,1.12105368456229,2.44724028760885,1.9695000129113303,-0.7941355468763629,0.5739552479652359,-0.33960028683276,0.678905289580808,1.5398589518603398,-1.07628548176441,0.257944063813772,-1.10844985479284,2.2071476994646,0.8087736491827511,-2.2574906955717204,-1.75103423006274,2.20826749002021,-1.02753656401004,0.881372714109692,0.0413692577937027,-0.43120309738921797,-0.507910167466557,0.0538847987340909,0.5680202562924829,-0.0890031604621422,-0.442566309593374,0.29868494715627303,0.115574592902341,15.89,0
6760.0,1.10674928408484,-0.44351105696725607,1.23306737567272,0.41963862030213295,-1.25870594398431,-0.407504240792924,-0.7426678526900229,-0.0222591607591416,2.45077620451457,-0.7708708542812621,0.211649619311407,-2.33200805218417,1.18476275149465,1.10496538159943,-0.375498180858294,0.165126591821611,0.690139721117886,-0.0397730348151658,0.0136108167980781,-0.0221221083188193,-0.239373051484518,-0.407700992377406,0.0274506739609393,0.40155338772817606,0.0495610422614812,0.9467973012590211,-0.0753902982504172,0.0190856958925323,67.13,0
6764.0,-0.175245527537496,0.146712866926455,2.25794360699821,-0.640674872586452,-0.9806412616817171,-0.0480697601872711,-0.6912713338782789,-0.647318539466453,1.8734283302379098,-1.1779928780331699,1.98906942271647,-1.5520999377774298,1.0361469407052601,1.2812579920615,-1.68378735830246,0.6176721603922409,0.243285071999196,0.294779660886549,-0.6714529371080621,-0.27818285974220003,0.544645701894214,-0.661824465607016,-0.170410864126545,0.539155075833307,0.789718590440963,0.880687812203765,0.00684900270544943,0.15478113915421804,30.89,0
6779.0,-1.03828878193742,-0.770863772174366,2.19144544700716,-1.608366305276,-0.0911547323373189,-0.400993455747063,-0.7454570319581909,0.15986270286718102,0.8595458738867371,-0.6001623146177719,-1.18667066469778,-3.8317273865042205,0.42381867220313796,1.03351227810771,-1.05328072411724,-1.03293408899225,0.583266449682323,1.7838707438990602,-0.8669433354081629,-0.36901661374032296,-0.45492747407263107,-0.7636686665394509,-0.200263235779693,-0.4920189359779821,0.24005238345213198,1.4683342520024398,-0.0970553883179054,0.04420933244478201,19.9,0
6780.0,-2.6494138158450897,1.5308723947697902,0.9238546074038809,0.634465355167487,-2.0469188571242,0.6322058061361,-1.90183550279132,-2.21421669976477,0.44886096095306605,0.328618920463359,0.24727891761499,-2.25473007870997,1.36863141335269,1.91983212974448,-0.0948576191666355,-1.96722644857424,1.9928777032440799,1.48484841817303,-1.17819227749596,-1.29007725513872,2.7627972777195495,-0.9116420583425491,0.23200242483639497,0.49641192886531704,-0.188261209469948,-0.177352821211752,0.582150159513963,0.0303286792611015,79.0,0
6781.0,0.946724163865082,-0.811319920731828,0.26593165399354,-0.8174741508703579,-0.980097392055506,-0.981556112988098,0.00116350010732415,-0.3642839922040921,2.91172377924131,-1.6797835512385701,0.53027181861765,-1.21258138609873,2.3037026217112904,1.19463123983075,-0.485830647388416,-1.12484597715773,1.02848852759883,-0.188661043915312,0.8583709050299059,0.268985624365285,-0.122531169634776,-0.137020971129225,-0.27695626113398997,0.42467352116432705,0.619432627457221,-0.00201504613328706,-0.0381055736510956,0.037534814350688,187.14,0
6783.0,1.1914271224925,0.328786100154601,0.29402722867846803,0.6590277032252231,0.0776280669234096,-0.0495147113399042,-0.21154813896317395,0.0393765833952001,1.1232367110376202,-0.5200679981222179,2.45455955442119,-1.7713998476062398,1.5091189783238,1.4146382704523999,-0.0336710720249113,0.463958812395994,0.652989875166933,0.16641864974926998,-0.34532126713964,-0.148881295578973,-0.38245557589490997,-0.8765216694526691,0.119115980075322,-0.417769814360879,0.122494078295785,0.0892061824844305,-0.0400660468677656,0.00725257755234398,4.26,0
6784.0,1.32896669602482,-0.295845863911382,0.8398650066409871,0.40616860137750604,-0.9576408012090459,-0.446351299989068,-0.564472169069241,-0.266584598087985,0.65851692381365,0.176870964289377,0.17060177579849303,-1.5833131808444099,3.2713477825815396,0.7981862734796541,-1.4203916885540602,-1.9337018949628202,0.985977003606548,0.8805867686746099,-0.785514386453313,-0.472803794918416,-0.6030323872210239,-0.718571355080329,0.0038160295475114,0.3834955900895449,0.46313926195089006,0.3689402881053211,-0.0062200430040888,0.0143612564023837,11.5,0
6786.0,1.21778485172851,0.853814767536926,-0.0642973243764364,1.6306238278005298,0.00880115549609947,-1.3814948616579301,0.23287706335261396,-0.35241764782958096,1.1570439466004798,-1.05546224102225,1.38002763719794,-2.46356555375556,1.6198494136198203,0.0987493735942407,0.317510701181275,0.46749484993872503,1.73970874755481,0.747694122319739,-0.9521946865520919,-0.145658149782854,-0.19569223432151198,-0.24031322459397503,-0.072684301253615,0.519887538518474,0.62778114497978,-0.38652362457914,0.009574114108165659,0.0546006870754212,1.0,0
6786.0,0.610349664116746,0.457202110411481,0.474555567865101,-0.119625660061551,-0.0937178806507277,-0.29639481299903603,-0.24718006302844897,-1.27537974883828,-0.5805344870780821,0.40588249437479296,0.34290549638176193,-2.79430070327624,3.3975858251608395,1.38239901340105,0.46185770479143895,0.252076966702745,1.4212785086274697,-1.00395353510629,2.30168230446357,0.26320781120657,0.755925113635207,-0.0038465337112895703,-0.46920472197356605,-0.417371678520701,1.37912044477205,0.272618702989255,0.105928644301955,0.16419721831444198,15.0,0
6787.0,-1.0154980161426501,0.719277633415417,2.26515417846862,3.28520419001814,0.37725879964431397,0.45543301221445504,0.0973563470019127,0.182205580004591,0.37548756881280393,0.204840337447762,0.00408914486972095,-3.6365482790348898,-0.197041931657932,1.7370616130559298,-0.163444298791017,-0.808479819861419,1.5643011944735101,-0.24209590074592102,0.7367678648843651,-0.0191600337159355,-0.279654960180424,-0.546290721955208,0.00479942258805305,-0.0353958563413982,0.0707710571035971,0.182013457266183,-0.0804208745661545,0.13615118349527303,35.64,0
6789.0,1.26129711075971,0.453628421052863,0.442408716615352,0.897233672746104,-0.313643661764793,-1.02878739073227,-0.0223902330895393,-0.271170695494159,1.3516208520635802,-0.6462826285898531,0.8386891106460149,-2.39210187901428,1.64397631158427,1.1909108089024598,0.381183602290991,0.46116010616323405,0.737784715335902,0.00305991672193648,-0.39782144900520294,-0.13993191830343696,-0.4415616496100999,-1.03489786950923,0.14391960743882098,0.272648552434656,0.186491769594428,0.056989367439022,-0.0510981185939451,0.0237213144956781,0.89,0
6792.0,-0.31624738083706,1.36428495931813,0.124245384957846,2.0802585625645,1.47471253064969,-0.5587571954948239,2.45423852425665,-0.7239709532488421,-0.833547567901428,0.11437860842345599,0.53068904914768,-3.0941483565483,1.31966377288751,2.12923200063269,-1.03773084145752,-0.8899326509219692,0.731833683270562,-0.6783115563708779,-1.2108976926521202,0.115258496435979,0.23296278556008201,0.926876179291919,-0.32804382138593396,0.0805518510602157,0.947685679524469,0.434436539705702,-0.288519411409234,-0.239039590411827,121.44,0
6794.0,1.43464404952775,-0.8618849102059771,0.5997560643222031,-1.29203852460753,-1.1428475725254,-0.164003910490614,-1.11042085800379,-0.105375591012274,-0.980664374302357,1.1641166034342,2.56536016620667,-2.0610365407363997,3.0682289876882702,1.1466402540163898,-0.7326367429940569,-0.574989962393703,1.20944368015826,0.15133064889589098,-0.523663501104995,-0.323741417835208,-0.27287774994389,-0.0983442802564493,0.0495343676400945,-0.0378367342440699,0.29592465914123806,-0.23601200050925,0.0224379779252406,0.003399096374069,15.0,0
6796.0,-0.30286351153152197,-2.55040572934816,1.5469807612826,2.8109129054007798,-1.74470255959858,2.33452253351973,-0.8503675300999491,0.628316679935703,2.31498800967188,-0.46382651892783294,1.4510189806076699,-1.4416497153901002,1.00021457302662,0.601771156062885,-2.61551134382027,-0.14457534020469298,1.29668220734823,-0.239268015250316,-1.09299920774142,1.0677474345849598,0.37255957775541604,0.316426766239874,-0.580631433115013,-0.209117791681688,-0.189550207776638,1.1173330722793,-0.10129394449754499,0.114514994402536,657.22,0
6805.0,-2.08852083264681,1.3501064714141202,2.57718155357512,2.5292491393038703,0.0434914877590289,0.783572277822593,0.0323872153995016,-0.264020551787863,2.34653309550439,2.94743552939799,-0.235546293348773,-4.372206311559831,0.506730696241584,0.359048764304885,1.6341380186450902,0.5124327734947199,-0.147660897241966,1.3728660242325699,0.41115299721241294,0.908687751687412,-0.426272428441064,0.36298829947506,-0.20879187527340803,-0.544740935767903,0.363879541506043,0.38923558357595706,0.47431446369888997,0.09257444463067802,13.54,0
6809.0,-1.74095336526766,1.3983882074904799,0.98959982263994,0.274674329944265,-0.0375293405254736,1.12717534080578,-0.509359656969905,1.36871581686962,1.09470568353032,-1.16694970725782,1.03916754330404,-1.73147404009074,1.16199674412681,2.02036065951103,-0.11450501484168699,-1.5678757703080701,2.4620231351210498,-2.21004253919078,-1.5278566085024199,-0.2111771202829,-0.146049443606903,0.0139395995916897,0.11433679514458399,-0.682694048707746,-0.317994189336464,0.31882856006200105,0.23271909219522896,0.0638220784445635,10.73,0
6809.0,0.312739915897891,1.9863578917383602,-2.2611159310640003,1.53288380356816,1.76060476622472,-0.718442281535728,0.84596999997454,-0.37922626595067405,1.10660619699875,-1.19863849494932,1.19328034037315,-2.8103861281328397,2.76162835622545,-2.49712416677585,0.58396916825698,0.7194516917470699,3.3651800561113,1.5064491110607,-0.577108417171495,0.0555944872034448,-0.260691906881283,-0.333826980675555,0.056998001116465,-1.33990546359447,-0.41268710403996006,-0.4002843273417821,-0.30374954153313,0.0274909835264381,8.99,0
6812.0,-2.0045905387381002,-0.256810204532753,1.75728583585188,2.14781651110212,0.277250101441878,0.0398713514248441,0.8697124852624499,-0.0309264756868595,1.0321486999428,-0.337860217851885,-0.0549339702235091,-3.29924145107951,-0.19446735841254503,1.3258681170080502,-1.89073227621146,0.0969961631212398,0.6482650499259109,-0.525920892964212,-1.9026954821195399,-0.958853143521475,-0.265107451773189,0.196745900489254,0.876531634087683,0.31141671473375,0.00523913115387475,-0.151690535245169,0.14643741312970301,-0.0218393654666379,143.95,0
6814.0,1.2981300573138899,0.67906048586651,-0.5902657565484309,1.3785069455955201,0.394300775588118,-0.77012225195811,0.0744157713495643,-0.166857498479035,1.53761623232356,-0.9953216445428629,0.000495626127750715,-3.9026735177154905,-0.16150773641675303,0.424198052281965,0.6196007992014261,0.8996443667422299,1.43031783981772,1.37040749155,-0.500190000186306,-0.235671370114886,-0.29495704299012,-0.616230804971694,-0.193452748914455,-0.7143632676228779,0.7156566546515941,-0.307035627535178,-0.00483512470892779,0.0383995166286638,1.0,0
6818.0,-1.1429604015334398,1.5471739637598,1.06879304063118,1.51106273178671,-0.269581709775008,0.233457257156816,0.35929882431376897,0.20333962532881503,0.9354519193094641,-0.48914381243934496,0.235568668134989,-2.1187803024764698,1.7540979065304199,1.6115333449418798,-0.545378115351004,-1.15187424332421,1.48491920994043,-0.419018222336353,0.5618418515871221,-0.286970933209894,-0.0530447958474287,0.110692297491962,-0.0913312847435633,0.0496400244394864,-0.193464341057305,-0.326881615984499,-0.463683808613784,0.0509864389696642,52.51,0
6820.0,-0.36906138694858603,1.26792489054721,1.5822695642683997,0.34208981736063204,-0.00954578689288249,-1.12409150400582,0.640835193773574,-0.19462309462306102,0.81235335579363,-0.891898473099138,1.0912923085519899,-2.2791311534875898,2.07338903430806,0.951305889124803,0.0920872439701376,0.240196764135204,0.838381358146239,-0.0172708104024503,-0.419534665062158,0.0860543324944719,-0.3877793773340011,-0.7856012954552309,0.034027176636119004,0.6095770121354239,-0.21429779590896397,0.0118330738091457,0.22149423130133103,0.0962093380953002,2.69,0
6823.0,1.10081120108476,0.30631575837156,0.49953279990586796,1.2889190517936298,-0.256940773519898,-0.6887366246658421,0.10850807986184698,-0.208552578412541,0.9439583590662719,-0.21722588127241,2.48600066024663,-1.40431802728217,1.81924556459059,1.98463851896067,-0.559661284019578,0.148890662744607,0.11420067442268401,0.523855480916728,-0.37801408755641497,-0.0695359749043715,-0.0264533214438135,0.090070900874371,-0.11883706874435698,0.497421934609456,0.600142283014725,-0.403020403081007,-0.0233779486859007,0.0145403006418503,50.71,0
6824.0,1.2177131656808602,0.474165192304811,0.436137943007526,0.83951473784926,-0.0434225992973115,-0.53839368592082,-0.0339303424325287,-0.187942872768176,1.20103174490767,-0.7190078672639469,1.22956923695272,-1.7907299864073798,2.5906191102719704,1.02714578298916,0.526649452150876,0.121857998729195,0.962795145070989,-0.5661691453335911,-0.7648314400599558,-0.109068265040369,-0.40222788687377603,-0.8405305806024659,0.16212368380755202,-0.00674027103141349,0.14554610617102098,0.0830778352331083,-0.0283600409257431,0.0225102413797445,1.29,0
6825.0,-2.70845729383679,2.96384537974881,1.60662316892621,2.5926508001419504,-1.03573905813391,0.253452405900531,-0.48939209348759993,0.849084025596527,0.718921020957884,2.24649325458704,2.3422619062383703,-1.7323079321932802,2.2645355134533,1.54733086292936,0.166442444131811,0.395331362923802,0.582797431985884,0.8653645037676121,0.520564692334915,0.865231295407183,-0.288272148293726,-0.220697651587838,-0.0105257105513815,0.439794098172734,0.214174573820117,0.076924658671844,0.42200456149708204,0.158360600214132,12.82,0
6827.0,-0.0326180072492921,1.1032814478989499,0.24537445052077103,1.44627803315908,0.643009091033979,-0.31329031476779,0.865261452081275,-1.297790151812,0.807340546273313,0.21080882353793803,0.924642715787474,-1.9958729758301001,2.5519333027641804,1.5818615012935302,0.25490008504979605,-1.0142012600732,0.8474500834640708,-0.411785087645192,0.00682904596801888,-0.0573569647490177,0.7049578478529671,0.342012383426423,0.173062943144814,0.0482109054600095,-0.767259941139157,-0.380300033405598,0.323823758094354,-0.0806200709305199,70.38,0
6830.0,1.1833747965209498,0.35064611832224296,0.15375156554977698,0.931669958824195,-0.132899534595416,-1.0935550974828598,0.333906035812115,-0.33580863607005795,1.059960495855,-0.40774606013416403,1.27742377898772,-2.2708136458585497,1.1590260584646799,2.0922640542812196,0.22259508064160197,-0.588947928183187,0.988281394668369,-0.842561421925274,-0.849436575302107,-0.19225449878317397,-0.104659786630085,-0.0460155410047331,-0.0185237744241667,0.5825661027537099,0.503567630905872,0.386735071967649,-0.0797678303626368,-0.0014326228688847599,24.0,0
6831.0,0.9909798382968521,-1.61005099080472,-0.547862494991982,-1.2922333859335802,0.7693118553357491,3.8879738797264998,-1.52790378257575,0.8669040054175949,1.02295309072645,0.0937780300308396,0.624163851427654,-3.11034652291768,1.92185076575511,0.9013419562414878,-0.169004856874897,1.5073442133056298,0.5481495345943,-0.268955046161496,0.5580617468653979,0.605723600103652,0.23763059212004897,0.360475030016438,-0.321604509580547,1.00741077538066,0.514150961818276,-0.0933754102728644,-0.0156916983798019,0.0508132731919547,230.0,0
6832.0,-0.37400491726556895,0.482575995610199,1.7707872558837199,1.59399557538499,-0.9828555431798659,0.9708369501372149,-0.89778713954804,0.832278022977875,2.5818473620069704,-1.1467700721889,-1.79434328335558,-3.0974217151059995,-0.285741789924638,1.02192889223295,-2.07183985489157,-0.5539785278958629,1.30972673936355,0.638225601664619,1.17700612432818,-0.277841041368986,-0.25782939955447604,-0.23812652767012102,-0.0306261994961542,-0.545914827162171,-0.244084040323771,-0.31731509083194,-0.00342945856719663,-0.0207490910670949,27.42,0
6840.0,-1.84189349392541,0.7305607328066049,1.1097914761109098,0.8917661534909742,1.1124746620386299,1.15873806102799,-0.31503298424866105,-0.0123640359130605,0.40164299399505293,-0.7430965172088381,0.318705318489033,-2.0892689918505,1.66043257227619,1.64058718204786,-2.46160958592509,1.54384808111159,-0.6103483020517121,0.527014290004999,-2.24712616299842,-0.648405529018759,0.697652179359378,-0.37525305180132,-0.36034640740057294,-1.41685609595061,-0.0657547681788233,-0.29374956395165003,0.142097163998245,-0.154849090964682,51.94,0
6843.0,1.23890987665757,-0.735924045044995,1.46281866173395,-0.209686723312587,-1.6381213402749601,-0.110857509490967,-1.23599721405132,0.0558595462188674,0.9056694928988059,0.25970711344141,2.0175613800072,-1.35643894024315,2.36449799919309,0.9484685094005201,-1.40404592143256,-1.2173511772013001,0.690115194578702,1.60173710012834,-0.597357862362458,-0.45157079819822704,-0.549953721598869,-0.726549567377977,0.14835520760443,0.516980712783355,-0.0645335049544453,0.888249771755478,-0.035820646332155,0.0110878549422744,23.9,0
6843.0,1.30676273718864,0.35124388401309997,0.127246457944241,0.38128426163412,0.42305436701477794,0.189165134930721,-0.0691402968913494,-0.125870907704871,0.969619103576588,-0.305409863889342,1.43230206057806,-1.2186697884777702,3.38535482234248,1.5362563420450601,-0.4460085032558379,0.807234962796508,-0.508366322002679,0.514441490988228,0.4693793459519221,0.0112466104574762,-0.42770463681368603,-0.9668305571989151,-0.0522631284122407,-1.0615531763248198,0.38685288968020604,0.11798781350663001,-0.0540575132050061,-0.007685575626430959,7.14,0
6844.0,-2.2283608551285297,-4.12406050743612,1.74420519216801,-1.26032832468064,1.30225153913107,-1.8178512541806102,-2.80115422303683,0.3641674890100379,-0.160433621144871,0.8394768649458492,1.14196151104294,-2.8521625883305,1.84712029251533,0.842644444642777,-1.85636035082117,0.0450022711298946,0.6794666459450699,1.47580929545185,-0.692107266418179,0.579024209094293,0.325900301955808,0.562231761961151,0.9017498959537421,-0.0843809680129727,-0.9984501265172858,-0.42883243858510295,0.112302011078531,0.29456574077740605,117.0,0
6847.0,0.247667733704053,-1.77957691968036,0.8981566679346341,0.8451548947536931,-1.8042686822065601,-0.43442001548997106,-0.125657443574712,-0.18626329789090001,2.3005141293375297,-0.987783776316326,0.5972520043836079,-1.9346985823743998,1.7136556923824,1.12147642899826,-0.40163888110643,0.102534791314775,0.7930911771868341,-0.120837576925386,-0.25144095612919,0.8808768044691329,0.0503611409433671,-0.5332270512359529,-0.320473261451359,0.7511164790570091,-0.13609579898618,0.879298790385389,-0.15332945016717903,0.098732376862727,500.0,0
